timestamp,temperature,humidity,current,rpm,vibration,status
10-29-40,29.0,45.0,0.199,4695.0,2.292,normal
10-29-46,29.0,45.0,0.265,4935.0,2.267,normal
10-29-53,29.0,45.0,0.273,4740.0,2.288,normal
10-29-59,29.0,45.0,0.095,4815.0,2.276,normal
10-30-04,29.0,45.0,0.138,4695.0,2.281,normal
10-30-11,29.0,45.0,0.0,4815.0,2.285,normal
10-30-16,29.0,45.0,0.23,4815.0,2.302,normal
10-30-23,29.0,45.0,0.0,5010.0,2.285,normal
10-30-28,29.0,45.0,0.125,4770.0,2.289,normal
10-30-33,29.0,45.0,0.0,4770.0,2.287,normal
10-30-38,29.0,45.0,0.134,4770.0,2.28,normal
10-30-45,29.0,45.0,0.051,4755.0,2.284,normal
10-30-51,29.0,45.0,0.0,4710.0,2.287,normal
10-30-58,29.0,45.0,0.273,4755.0,2.279,normal
10-31-03,29.0,45.0,0.117,4755.0,2.291,normal
10-31-09,29.0,45.0,0.143,4725.0,2.296,normal
10-31-15,29.0,45.0,0.053,4650.0,2.289,normal
10-31-20,29.0,45.0,0.0,4605.0,2.303,normal
10-31-26,29.0,45.0,0.0,4770.0,2.261,normal
10-31-32,29.0,45.0,0.0,4725.0,2.288,normal
10-31-38,29.0,45.0,0.0,4710.0,2.283,normal
10-31-45,29.0,45.0,0.0,4785.0,2.279,normal
10-31-51,29.0,45.0,0.056,4755.0,2.286,normal
10-31-57,29.0,45.0,0.0,4785.0,2.277,normal
10-32-02,29.0,45.0,0.0,4755.0,2.296,normal
10-32-07,29.0,45.0,0.0,4725.0,2.278,normal
10-32-12,29.0,45.0,0.0,4845.0,2.299,normal
10-32-18,29.0,45.0,0.0,4755.0,2.301,normal
10-32-25,29.0,45.0,0.086,4710.0,2.281,normal
10-32-32,29.0,45.0,0.0,5040.0,2.289,normal
10-32-37,29.0,45.0,0.0,4755.0,2.288,normal
10-32-44,29.0,45.0,0.191,4800.0,2.296,normal
10-32-49,29.0,45.0,0.104,4740.0,2.3,normal
10-32-54,29.0,45.0,0.0,4680.0,2.279,normal
10-33-00,29.0,45.0,0.0,4605.0,2.282,normal
10-33-05,29.0,45.0,0.0,4725.0,2.293,normal
10-33-11,29.0,45.0,0.056,4845.0,2.281,normal
10-33-18,29.0,45.0,0.095,4665.0,2.284,normal
10-33-23,29.0,45.0,0.0,4830.0,2.277,normal
10-33-28,29.0,45.0,0.0,4725.0,2.298,normal
10-33-35,29.0,45.0,0.0,4695.0,2.276,normal
10-33-40,29.0,45.0,0.182,4650.0,2.297,normal
10-33-45,29.0,45.0,0.16,4635.0,2.473,normal
10-33-55,29.0,45.0,0.273,4635.0,2.286,normal
10-34-00,29.0,45.0,0.0,4680.0,2.291,normal
10-34-05,29.0,45.0,0.0,4665.0,2.288,normal
10-34-11,29.0,45.0,0.053,4665.0,2.29,normal
10-35-53,29.0,45.0,0.0,4185.0,2.27,normal
10-36-00,29.0,45.0,0.286,4605.0,2.288,normal
10-36-05,29.0,45.0,0.0,4530.0,2.302,normal
10-36-11,29.0,45.0,0.0,4560.0,2.28,normal
10-36-17,29.0,45.0,0.195,4530.0,2.284,normal
10-36-23,29.0,45.0,0.226,4605.0,2.287,normal
10-36-28,29.0,45.0,0.0,4575.0,2.284,normal
10-36-35,29.0,45.0,0.182,4605.0,2.287,normal
10-36-40,29.0,45.0,0.252,4620.0,2.274,normal
10-36-47,29.0,44.0,0.06,4500.0,2.285,normal
10-36-52,29.0,44.0,0.0,4560.0,2.292,normal
10-36-57,29.0,44.0,0.0,4620.0,2.273,normal
10-37-02,29.0,44.0,0.117,4620.0,2.292,normal
10-37-07,29.0,44.0,0.0,4575.0,2.292,normal
10-37-13,29.0,44.0,0.0,4545.0,2.277,normal
10-37-19,29.0,44.0,0.208,4680.0,2.29,normal
10-37-24,29.0,44.0,0.286,4560.0,2.278,normal
10-37-29,29.0,44.0,0.0,4470.0,2.267,normal
10-37-35,29.0,44.0,0.06,4710.0,2.292,normal
10-37-41,29.0,44.0,0.0,4605.0,2.293,normal
10-37-47,29.0,44.0,0.239,4500.0,2.283,normal
10-37-53,29.0,44.0,0.169,4815.0,2.284,normal
10-37-59,29.0,44.0,0.243,4590.0,2.288,normal
10-38-06,29.0,44.0,0.182,4815.0,2.304,normal
10-38-11,29.0,44.0,0.0,4650.0,2.288,normal
10-38-18,29.0,44.0,0.069,4605.0,2.281,normal
10-38-25,29.0,44.0,0.069,4815.0,2.284,normal
10-38-30,29.0,44.0,0.182,4680.0,2.275,normal
10-38-36,29.0,44.0,0.073,4650.0,2.286,normal
10-38-41,29.0,44.0,0.0,4545.0,2.285,normal
10-38-48,29.0,44.0,0.269,4635.0,2.27,normal
10-38-53,29.0,44.0,0.0,4605.0,2.282,normal
10-38-58,29.0,44.0,0.138,4575.0,2.286,normal
10-39-04,29.0,44.0,0.108,4665.0,2.289,normal
10-39-09,29.0,44.0,0.169,4605.0,2.286,normal
10-39-15,29.0,44.0,0.391,4680.0,2.273,normal
10-39-20,29.0,44.0,0.104,4665.0,2.297,normal
10-39-25,29.0,44.0,0.108,4650.0,2.279,normal
10-39-32,29.0,44.0,0.186,4710.0,2.27,normal
10-39-37,29.0,44.0,0.256,4575.0,2.29,normal
10-39-43,29.0,44.0,0.06,4575.0,2.287,normal
10-39-48,29.0,44.0,0.069,4590.0,2.284,normal
10-39-54,29.0,44.0,0.256,4770.0,2.284,normal
10-40-00,29.0,44.0,0.06,4770.0,2.291,normal
10-40-07,29.0,44.0,0.134,4560.0,2.286,normal
10-40-12,29.0,44.0,0.138,4545.0,2.298,normal
10-40-17,29.0,44.0,0.117,4590.0,2.274,normal
10-40-23,29.0,44.0,0.095,4575.0,2.294,normal
10-40-29,29.0,44.0,0.0,4620.0,2.296,normal
10-40-34,29.0,44.0,0.395,4590.0,2.274,normal
10-40-40,29.0,44.0,0.26,4695.0,2.255,normal
10-40-46,29.0,44.0,0.112,4590.0,2.3,normal
10-40-51,29.0,44.0,0.069,4665.0,2.289,normal
10-40-56,29.0,44.0,0.0,4680.0,2.297,normal
10-41-02,29.0,44.0,0.086,4695.0,2.291,normal
10-41-09,29.0,44.0,0.356,4920.0,2.299,normal
10-41-14,29.0,44.0,0.182,4620.0,2.268,normal
10-41-20,29.0,44.0,0.069,4605.0,2.301,normal
10-41-25,29.0,44.0,0.0,4545.0,2.299,normal
10-41-30,29.0,44.0,0.108,4560.0,2.275,normal
10-41-35,29.0,44.0,0.095,4785.0,2.279,normal
10-41-40,29.0,44.0,0.0,4515.0,2.299,normal
10-41-46,29.0,44.0,0.0,4545.0,2.269,normal
10-41-53,29.0,44.0,0.0,4785.0,2.275,normal
10-41-58,29.0,44.0,0.069,4575.0,2.288,normal
10-42-03,29.0,44.0,0.108,4590.0,2.277,normal
10-42-10,29.0,44.0,0.073,4665.0,2.299,normal
10-42-15,29.0,44.0,0.117,4635.0,2.28,normal
10-42-20,29.0,44.0,0.0,4560.0,2.305,normal
10-42-26,29.0,44.0,0.06,4665.0,2.275,normal
10-42-31,29.0,44.0,0.0,4560.0,2.284,normal
10-42-36,29.0,44.0,0.256,4650.0,2.287,normal
10-42-42,29.0,44.0,0.108,4620.0,2.286,normal
10-42-47,29.0,44.0,0.077,4605.0,2.297,normal
10-42-52,29.0,44.0,0.217,4590.0,2.28,normal
10-43-00,29.0,44.0,0.069,4965.0,2.293,normal
10-43-05,29.0,44.0,0.212,4620.0,2.303,normal
10-43-12,29.0,44.0,0.16,4515.0,2.291,normal
10-43-17,29.0,44.0,0.317,4560.0,2.295,normal
10-43-23,29.0,44.0,0.23,4650.0,2.29,normal
10-43-28,29.0,44.0,0.06,4560.0,2.285,normal
10-43-33,29.0,44.0,0.321,4650.0,2.301,normal
10-43-38,29.0,44.0,0.0,4590.0,2.292,normal
10-43-43,29.0,44.0,0.334,4530.0,2.282,normal
10-43-48,29.0,44.0,0.269,4605.0,2.301,normal
10-43-54,29.0,44.0,0.117,4665.0,2.292,normal
10-44-00,29.0,44.0,0.0,4590.0,2.29,normal
10-44-06,29.0,44.0,0.138,4650.0,2.298,normal
10-44-11,29.0,44.0,0.226,4530.0,2.294,normal
10-44-16,29.0,44.0,0.108,4665.0,2.287,normal
10-44-21,29.0,44.0,0.182,4560.0,2.304,normal
10-44-29,29.0,44.0,0.243,5010.0,2.294,normal
10-44-34,29.0,44.0,0.278,4530.0,2.28,normal
10-44-39,29.0,44.0,0.0,4605.0,2.279,normal
10-44-44,29.0,44.0,0.0,4575.0,2.308,normal
10-44-51,29.0,44.0,0.108,4860.0,2.289,normal
10-44-56,29.0,44.0,0.0,4515.0,2.301,normal
10-45-02,29.0,44.0,0.173,4590.0,2.283,normal
10-45-07,29.0,44.0,0.147,4680.0,2.277,normal
10-45-14,29.0,44.0,0.256,4830.0,2.291,normal
10-45-20,29.0,44.0,0.121,4620.0,2.271,normal
10-45-26,29.0,44.0,0.104,4590.0,2.304,normal
10-45-31,29.0,44.0,0.0,4575.0,2.286,normal
10-45-36,29.0,44.0,0.156,4560.0,2.278,normal
10-45-46,29.0,44.0,0.104,5295.0,2.286,normal
10-45-53,29.0,44.0,0.112,4650.0,2.299,normal
10-45-58,29.0,44.0,0.051,4620.0,2.288,normal
10-46-04,29.0,44.0,0.09,4620.0,2.289,normal
10-46-09,29.0,44.0,0.077,4635.0,2.285,normal
10-46-14,29.0,44.0,0.0,4590.0,2.292,normal
10-46-20,29.0,44.0,0.0,4635.0,2.28,normal
10-46-25,29.0,44.0,0.217,4560.0,2.289,normal
10-46-31,29.0,44.0,0.234,4665.0,2.291,normal
10-46-38,29.0,44.0,0.256,4845.0,2.291,normal
10-46-43,29.0,44.0,0.051,4545.0,2.299,normal
10-46-49,29.0,44.0,0.243,4560.0,2.304,normal
10-46-54,29.0,44.0,0.073,4635.0,2.285,normal
10-46-59,29.0,44.0,0.217,4620.0,2.296,normal
10-47-06,29.0,44.0,0.0,4785.0,2.294,normal
10-47-13,29.0,44.0,0.09,4950.0,2.282,normal
10-47-19,29.0,44.0,0.0,4545.0,2.29,normal
10-47-25,29.0,44.0,0.056,4680.0,2.301,normal
10-47-30,29.0,44.0,0.0,4530.0,2.281,normal
10-47-35,29.0,44.0,0.0,4575.0,2.29,normal
10-47-41,29.0,44.0,0.247,4620.0,2.293,normal
10-47-47,29.0,44.0,0.056,4590.0,2.286,normal
10-47-52,29.0,44.0,0.077,4680.0,2.292,normal
10-47-58,29.0,44.0,0.0,4590.0,2.283,normal
10-48-03,29.0,44.0,0.247,4530.0,2.283,normal
10-48-09,29.0,44.0,0.0,4620.0,2.292,normal
10-48-14,29.0,44.0,0.0,4605.0,2.307,normal
10-48-20,29.0,44.0,0.073,4665.0,2.287,normal
10-48-25,29.0,44.0,0.0,4620.0,2.299,normal
10-48-32,29.0,44.0,0.352,4875.0,2.285,normal
10-48-38,29.0,44.0,0.0,4680.0,2.278,normal
10-48-43,29.0,44.0,0.104,4635.0,2.285,normal
10-48-49,29.0,44.0,0.199,4620.0,2.297,normal
10-48-54,29.0,44.0,0.051,4695.0,2.309,normal
10-48-59,29.0,44.0,0.117,4635.0,2.282,normal
10-49-06,29.0,44.0,0.247,4620.0,2.283,normal
10-49-11,29.0,44.0,0.073,4575.0,2.284,normal
10-49-16,30.0,43.0,0.0,4560.0,2.302,normal
10-49-22,30.0,43.0,0.095,4650.0,2.29,normal
10-49-27,30.0,43.0,0.182,4590.0,2.282,normal
10-49-35,30.0,43.0,0.138,5010.0,2.29,normal
10-49-40,30.0,43.0,0.0,4650.0,2.278,normal
10-49-45,30.0,43.0,0.077,4605.0,2.282,normal
10-49-50,30.0,43.0,0.308,4575.0,2.284,normal
10-49-55,30.0,43.0,0.073,4650.0,2.278,normal
10-50-03,30.0,43.0,0.056,4860.0,2.286,normal
10-50-09,30.0,43.0,0.143,4755.0,2.294,normal
10-50-15,30.0,43.0,0.147,4635.0,2.287,normal
10-50-20,30.0,43.0,0.282,4665.0,2.294,normal
10-50-27,30.0,43.0,0.0,4920.0,2.285,normal
10-50-33,30.0,43.0,0.295,4575.0,2.289,normal
10-50-38,30.0,43.0,0.108,4560.0,2.268,normal
10-50-43,30.0,43.0,0.0,4575.0,2.276,normal
10-50-49,30.0,43.0,0.147,4590.0,2.282,normal
10-50-54,30.0,43.0,0.077,4575.0,2.288,normal
10-51-00,30.0,43.0,0.241,4590.0,2.332,normal
10-51-06,30.0,43.0,0.199,4770.0,2.272,normal
10-51-12,30.0,43.0,0.0,4575.0,2.3,normal
10-51-17,30.0,43.0,0.0,4515.0,2.302,normal
10-51-22,30.0,43.0,0.0,4560.0,2.298,normal
10-51-27,30.0,43.0,0.326,4470.0,2.318,normal
10-51-36,30.0,43.0,0.06,4890.0,2.301,normal
10-51-43,30.0,43.0,0.3,4890.0,2.297,normal
10-51-48,30.0,43.0,0.117,4665.0,2.261,normal
10-51-55,30.0,43.0,0.0,4770.0,2.286,normal
10-52-00,30.0,43.0,0.0,4605.0,2.289,normal
10-52-06,30.0,43.0,0.186,4575.0,2.28,normal
10-52-12,30.0,43.0,0.143,4725.0,2.284,normal
10-52-18,30.0,43.0,0.217,4575.0,2.284,normal
10-52-24,30.0,43.0,0.178,4560.0,2.3,normal
10-52-30,30.0,43.0,0.095,4590.0,2.278,normal
10-52-35,30.0,43.0,0.117,4500.0,2.279,normal
10-52-40,30.0,43.0,0.269,4575.0,2.291,normal
10-52-46,30.0,43.0,0.0,4530.0,2.305,normal
10-52-51,30.0,43.0,0.165,4545.0,2.297,normal
10-52-56,30.0,43.0,0.073,4575.0,2.12,normal
10-53-01,30.0,43.0,0.162,4620.0,2.266,normal
10-53-07,30.0,43.0,0.121,4575.0,2.294,normal
10-53-12,30.0,43.0,0.269,4515.0,2.285,normal
10-53-17,30.0,43.0,0.125,4545.0,2.292,normal
10-53-23,30.0,43.0,0.0,4665.0,2.296,normal
10-53-28,30.0,43.0,0.112,4650.0,2.29,normal
10-53-35,30.0,43.0,0.104,4740.0,2.288,normal
10-53-40,30.0,43.0,0.0,4575.0,2.303,normal
10-53-45,30.0,43.0,0.369,4560.0,2.277,normal
10-53-50,30.0,43.0,0.0,4590.0,2.297,normal
10-53-55,30.0,43.0,0.0,4650.0,2.293,normal
10-54-00,30.0,43.0,0.0,4665.0,2.294,normal
10-54-06,30.0,43.0,0.0,4605.0,2.274,normal
10-54-11,30.0,43.0,0.051,4605.0,2.281,normal
10-54-16,30.0,43.0,0.0,4560.0,2.281,normal
10-54-22,30.0,43.0,0.06,4710.0,2.284,normal
10-54-28,30.0,43.0,0.356,4740.0,2.299,normal
10-54-34,30.0,43.0,0.313,4575.0,2.287,normal
10-54-39,30.0,43.0,0.073,4545.0,2.277,normal
10-54-44,30.0,43.0,0.0,4620.0,2.293,normal
10-54-49,30.0,43.0,0.269,4530.0,2.276,normal
10-54-55,30.0,43.0,0.321,4575.0,2.277,normal
10-55-00,30.0,43.0,0.077,4605.0,2.291,normal
10-55-05,30.0,43.0,0.208,4560.0,2.29,normal
10-55-10,30.0,43.0,0.217,4575.0,2.286,normal
10-55-16,30.0,43.0,0.0,4635.0,2.306,normal
10-55-22,30.0,43.0,0.073,4695.0,2.286,normal
10-55-27,30.0,43.0,0.117,4605.0,2.295,normal
10-55-32,30.0,43.0,0.217,4560.0,2.302,normal
10-55-37,30.0,43.0,0.0,4560.0,2.271,normal
10-55-43,30.0,43.0,0.051,4620.0,2.291,normal
10-55-49,30.0,43.0,0.369,4710.0,2.297,normal
10-55-56,30.0,43.0,0.0,4785.0,2.284,normal
10-56-01,30.0,43.0,0.077,4590.0,2.27,normal
10-56-06,30.0,43.0,0.252,4590.0,2.292,normal
10-56-13,30.0,43.0,0.356,4500.0,2.299,normal
10-56-19,30.0,43.0,0.204,4590.0,2.294,normal
10-56-25,30.0,43.0,0.0,4545.0,2.27,normal
10-56-30,30.0,43.0,0.0,4545.0,2.298,normal
10-56-35,30.0,43.0,0.125,4515.0,2.291,normal
10-56-42,30.0,43.0,0.16,4845.0,2.305,normal
10-56-48,30.0,43.0,0.0,4500.0,2.282,normal
10-56-53,30.0,43.0,0.0,4620.0,2.284,normal
10-56-58,30.0,43.0,0.23,4635.0,2.308,normal
10-57-03,30.0,43.0,0.073,4545.0,2.277,normal
10-57-09,30.0,43.0,0.108,4560.0,2.303,normal
10-57-14,30.0,43.0,0.16,4680.0,2.299,normal
10-57-20,30.0,43.0,0.304,4665.0,2.284,normal
10-57-25,30.0,43.0,0.066,4590.0,2.292,normal
10-57-30,30.0,43.0,0.0,4530.0,2.295,normal
10-57-35,30.0,43.0,0.0,4635.0,2.295,normal
10-57-42,30.0,43.0,0.143,4590.0,2.277,normal
10-57-47,30.0,43.0,0.117,4665.0,2.285,normal
10-57-53,30.0,43.0,0.069,4620.0,2.279,normal
10-57-58,30.0,43.0,0.073,4605.0,2.301,normal
10-58-04,30.0,43.0,0.0,4560.0,2.29,normal
10-58-09,30.0,43.0,0.243,4515.0,2.287,normal
10-58-15,30.0,43.0,0.178,4530.0,2.279,normal
10-58-21,30.0,43.0,0.0,4575.0,2.267,normal
10-58-27,30.0,43.0,0.064,4515.0,2.29,normal
10-58-34,30.0,43.0,0.0,4890.0,2.298,normal
10-58-39,30.0,43.0,0.0,4530.0,2.287,normal
19-42-19,31.0,45.0,0.0,0.0,2.561,anomaly
19-42-25,31.0,45.0,0.0,0.0,2.558,anomaly
19-42-31,31.0,45.0,0.212,4350.0,2.479,anomaly
19-42-37,31.0,45.0,0.0,4425.0,2.613,anomaly
19-42-42,31.0,45.0,0.0,4500.0,2.247,normal
19-42-47,31.0,45.0,0.0,4410.0,2.336,normal
19-42-52,31.0,45.0,0.226,4530.0,2.211,normal
19-42-57,31.0,44.0,0.064,4560.0,2.493,anomaly
19-43-03,31.0,44.0,0.13,4575.0,2.185,normal
19-43-10,31.0,45.0,0.051,4470.0,2.256,normal
19-43-16,32.0,44.0,0.06,4530.0,2.754,anomaly
19-43-21,32.0,44.0,0.165,4365.0,2.708,anomaly
19-43-26,32.0,44.0,0.321,4395.0,2.709,anomaly
19-43-31,32.0,44.0,0.217,4350.0,2.426,normal
19-43-36,32.0,44.0,0.243,4275.0,2.535,anomaly
19-43-41,32.0,44.0,0.178,4275.0,2.421,normal
19-43-47,32.0,44.0,0.095,4470.0,2.601,anomaly
19-43-53,32.0,44.0,0.117,4530.0,2.741,anomaly
19-43-58,32.0,44.0,0.117,4575.0,2.268,normal
19-44-05,32.0,44.0,0.0,4485.0,2.054,anomaly
19-44-10,32.0,44.0,0.0,4470.0,2.658,anomaly
19-44-15,32.0,44.0,0.0,4290.0,2.354,normal
19-44-20,32.0,43.0,0.0,4365.0,2.371,normal
19-44-27,32.0,43.0,0.143,4350.0,2.5,normal
19-44-33,32.0,43.0,0.247,4350.0,2.767,anomaly
19-44-39,32.0,43.0,0.169,4740.0,2.043,normal
19-44-45,32.0,43.0,0.0,5100.0,2.307,normal
19-44-50,32.0,43.0,0.26,4980.0,2.0,normal
19-44-57,32.0,43.0,0.104,5100.0,3.127,anomaly
19-45-01,31.0,43.0,0.334,5010.0,2.943,anomaly
19-45-08,31.0,43.0,0.417,5145.0,2.682,anomaly
19-45-13,31.0,43.0,0.0,4785.0,2.838,anomaly
19-45-18,31.0,43.0,0.117,4395.0,2.19,normal
19-45-23,31.0,43.0,0.069,4410.0,2.218,normal
19-45-29,31.0,43.0,0.173,4425.0,2.188,normal
19-45-34,31.0,43.0,0.13,4365.0,2.413,normal
19-45-39,31.0,43.0,0.182,4455.0,2.59,anomaly
19-45-45,31.0,43.0,0.147,4410.0,2.113,normal
19-45-50,31.0,43.0,0.256,4410.0,2.654,anomaly
19-45-56,32.0,42.0,0.182,4380.0,2.053,normal
19-46-01,32.0,42.0,0.147,4425.0,2.772,anomaly
19-46-08,32.0,42.0,0.095,4425.0,2.485,normal
19-46-13,31.0,42.0,0.182,4380.0,2.555,normal
19-46-18,31.0,42.0,0.286,4395.0,2.563,anomaly
19-46-24,31.0,42.0,0.3,4455.0,2.618,anomaly
19-46-29,31.0,42.0,0.134,4380.0,2.326,normal
19-46-34,31.0,42.0,0.256,4410.0,2.281,normal
19-46-39,31.0,42.0,0.147,4350.0,2.442,normal
19-46-45,31.0,42.0,0.23,4365.0,2.376,normal
19-46-51,31.0,42.0,0.06,4380.0,2.415,normal
19-46-57,31.0,42.0,0.156,4380.0,2.395,normal
19-47-02,31.0,42.0,0.0,225.0,2.448,anomaly
19-47-07,31.0,42.0,0.09,0.0,2.441,anomaly
19-47-13,31.0,42.0,0.112,0.0,2.436,anomaly
19-47-18,31.0,42.0,0.0,0.0,2.43,anomaly
19-47-23,31.0,42.0,0.138,0.0,2.441,anomaly
19-47-29,31.0,42.0,0.069,0.0,2.438,anomaly
19-47-34,31.0,42.0,0.112,0.0,2.435,anomaly
19-47-39,31.0,42.0,0.0,0.0,2.455,anomaly
19-47-44,31.0,41.0,0.0,0.0,2.441,anomaly
19-47-50,31.0,41.0,0.112,0.0,2.436,anomaly
19-47-55,31.0,41.0,0.0,0.0,2.47,anomaly
19-48-00,31.0,41.0,0.0,0.0,2.454,anomaly
19-48-06,31.0,41.0,0.108,0.0,2.441,anomaly
19-48-11,31.0,41.0,0.0,0.0,2.453,anomaly
19-48-17,31.0,41.0,0.0,0.0,2.44,anomaly
19-48-22,31.0,41.0,0.0,0.0,2.429,anomaly
19-48-27,31.0,41.0,0.0,0.0,2.45,anomaly
19-48-53,31.0,41.0,0.0,0.0,2.441,anomaly
19-49-00,31.0,41.0,0.0,0.0,2.443,anomaly
19-49-05,31.0,41.0,0.077,0.0,2.468,anomaly
19-49-11,31.0,41.0,0.0,0.0,2.447,anomaly
19-49-17,31.0,41.0,0.0,0.0,2.436,anomaly
19-49-22,31.0,41.0,0.0,0.0,2.44,anomaly
19-49-27,31.0,41.0,0.0,0.0,2.458,anomaly
19-49-33,31.0,41.0,0.0,0.0,2.448,anomaly
19-52-14,31.0,41.0,0.086,0.0,2.426,anomaly
19-52-20,31.0,40.0,0.064,0.0,2.446,anomaly
19-52-25,31.0,40.0,0.086,0.0,2.442,anomaly
19-52-30,32.0,46.0,0.134,0.0,2.455,anomaly
19-52-35,32.0,45.0,0.117,0.0,2.453,anomaly
19-52-42,33.0,45.0,0.073,0.0,2.448,anomaly
19-52-47,35.0,36.0,0.117,0.0,2.313,anomaly
19-52-52,36.0,34.0,0.051,0.0,2.428,anomaly
19-52-58,37.0,32.0,0.125,0.0,2.433,anomaly
19-53-03,38.0,29.0,0.06,0.0,2.426,anomaly
19-53-08,38.0,31.0,0.0,0.0,2.422,anomaly
19-53-14,38.0,32.0,0.051,0.0,2.291,anomaly
19-53-19,38.0,31.0,0.069,0.0,2.311,anomaly
19-53-26,37.0,32.0,0.051,0.0,2.368,anomaly
19-53-32,37.0,34.0,0.121,0.0,2.449,anomaly
19-53-37,36.0,46.0,0.117,0.0,2.429,anomaly
19-53-42,36.0,44.0,0.064,0.0,2.435,anomaly
19-53-47,36.0,39.0,0.0,0.0,2.43,anomaly
19-53-53,35.0,37.0,0.069,0.0,2.44,anomaly
19-53-58,35.0,50.0,0.0,0.0,2.451,anomaly
19-54-03,35.0,54.0,0.0,0.0,2.443,anomaly
19-54-08,35.0,48.0,0.0,0.0,2.443,anomaly
19-54-15,34.0,43.0,0.0,345.0,2.446,anomaly
19-54-20,34.0,40.0,0.108,0.0,2.443,anomaly
19-54-26,34.0,39.0,0.095,0.0,2.435,anomaly
19-54-31,34.0,36.0,0.056,0.0,2.46,anomaly
19-54-37,34.0,36.0,0.06,0.0,2.455,anomaly
19-54-42,34.0,36.0,0.073,0.0,2.442,anomaly
19-54-47,33.0,36.0,0.0,0.0,2.424,anomaly
19-54-53,33.0,36.0,0.0,0.0,2.451,anomaly
19-54-59,33.0,36.0,0.0,0.0,2.439,anomaly
19-55-04,33.0,36.0,0.0,0.0,2.456,anomaly
19-55-10,33.0,36.0,0.0,0.0,2.443,anomaly
19-55-15,33.0,36.0,0.0,0.0,2.457,anomaly
19-55-20,33.0,36.0,0.06,0.0,2.457,anomaly
19-55-25,33.0,36.0,0.0,0.0,2.457,anomaly
20-02-50,33.0,36.0,0.077,0.0,2.415,anomaly
20-02-57,32.0,37.0,0.182,4485.0,2.421,normal
20-03-02,32.0,37.0,0.169,4455.0,2.405,normal
20-03-07,32.0,37.0,0.0,4425.0,2.387,normal
20-03-12,32.0,37.0,0.069,4365.0,2.452,normal
20-03-17,32.0,37.0,0.239,4410.0,2.389,normal
20-03-23,32.0,37.0,0.0,4455.0,2.432,normal
20-03-28,32.0,37.0,0.0,4440.0,2.444,anomaly
20-03-33,32.0,37.0,0.117,4500.0,2.385,normal
20-03-38,32.0,37.0,0.0,4500.0,2.39,normal
20-03-45,32.0,37.0,0.056,4710.0,2.373,normal
20-03-50,32.0,37.0,0.095,4980.0,2.361,normal
20-03-55,32.0,37.0,0.138,5295.0,2.369,normal
20-04-02,32.0,37.0,0.265,5430.0,2.412,normal
20-04-08,32.0,37.0,0.0,5475.0,2.45,normal
20-04-13,32.0,37.0,0.069,5295.0,2.406,normal
20-04-18,32.0,37.0,0.117,5370.0,2.419,normal
20-04-24,32.0,37.0,0.326,5415.0,2.466,anomaly
20-04-29,32.0,37.0,0.165,5505.0,2.419,normal
